Feature_Browser,Device_Gamepads,Header_Connection,Media_CanPlayAudio,Feature_OS,Device_HardwareConcurrency,Header_GlobalPrivacyControl,Media_CanPlayVideo,UserAgent_AppCodeName,Device_Keyboard,Header_Online,Media_TypeSupportedAudio,UserAgent_AppName,Device_MediaDevices,Storage_AppCache,Media_IsTypeSupportedVideo,UserAgent_Product,Device_Pointer,Storage_Notification,Media_Capability,Screen_ColorDepth,Device_Plugins,Storage_Push,Media_Session,Screen_Inner,Device_SpeechEngines,Fonts_Documents,CSS_ColorsCss4,Screen_DPI,Device_VR,Fonts_GlyphOffset,Canvas_ToDataURL,Device_AnyHover,Header_Beacon,Fonts_Proportional,CSS_ColorsSystem,MISC_NavigatorKeys,MISC_PerfNavigation,Canvas_ToBlob,Canvas_GetImageData,Language,Timezone,Geolocation,Audio,Datetime,Elements_Height,Elements_Keys,Canvas_PointInPath,Canvas_IsPointInStroke,DomRect_ElementBoundingClientRect,DomRect_ElementGetClientRects,DomRect_GetClientRects
Chrome,0,upgrade,maybe,Windows 11,6,0,maybe,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,granted,partial,32,PDF Viewer; Chrome PDF Viewer,default,yes,1366x768,Victoria; Samantha; Moira,Arial; Bookman; Cantarell; DejaVu Sans; Droid Sans; Garamond; Georgia; Impact; Palatino; Roboto; Times New Roman; Verdana,#00590f,96,not supported,0.8797,5950be937f4e61d50c6f72c0864ca25a90b2e347,hover,present,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Cantarell; Comic Sans MS; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Open Sans; Palatino; Roboto; Source Code Pro; Trebuchet MS; Ubuntu; Verdana,#094599,37,2,7965dc4d251c0e4938af5df45e2bc7add487d4e7,6ebffb41367c9b00932ba8bcc19f958e5855c8a6,en-GB,300,denied,3dc17dfe9742f06461c376dbb7ab75895e6122bd,2022-10-12 03:00,804,38,false,true,0.8176,0.788,0.7667
Firefox,1,keep-alive,probably,macOS 12,4,0,probably,Mozilla,absent,false,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,coarse,default,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,yes,1366x768,eSpeak; Google US English; Microsoft Mark; Google UK English Female; Alex,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; DejaVu Sans; Droid Sans; Georgia; Impact; Liberation Mono; Lucida Console; Lucida Sans; Noto Sans; Noto Serif; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#c6579d,144,not supported,1.2413,1dc0e98806d8f5f12f752acf68777f51069c8797,none,present,Abyssinica SIL; Arial; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Helvetica; Impact; Liberation Mono; Monaco; Noto Serif; Open Sans; Palatino; Tahoma; Trebuchet MS; Ubuntu; Verdana,#31531d,33,2,601cfb09c994196f46c6e8c0488cf993b70eaca6,51e392b486e0ef6bfa3fff8e9b65db16c75b2d95,de-DE,-240,granted,d406da2060881be1590b205614f17cd8e4f123a6,2022-06-06 12:00,927,32,true,true,1.3809,1.4497,1.4308
Firefox,0,close,probably,Ubuntu 22.04,4,0,maybe,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,,Gecko,fine,granted,full,24,,default,yes,1400x1050,Festival,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Cantarell; Comic Sans MS; Courier New; Fira Code; Garamond; Geneva; Georgia; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Trebuchet MS; Verdana,#ce74d7,72,not supported,-1.1493,5a9b9173e4379f48a47f7c94543f96a1102b3bf8,hover,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Arial; Cantarell; DejaVu Sans; Droid Sans; Fira Code; Garamond; Georgia; Impact; Lucida Console; Monaco; Noto Serif; Open Sans; Roboto; Source Code Pro; Times New Roman; Verdana,#de499e,46,0,e41e1e85cde6c25993279827e9b603530a56f19f,4be7c142351c8c6ea569c7c35f9760c69c82b52c,es-ES,480,prompt,de3b32d1321b82b0bb2be6b74ed61a14ba499d7e,2022-08-24 07:00,891,23,true,true,2.1299,2.1523,2.064
Safari,0,keep-alive,probably,Windows 11,12,1,probably,Mozilla,present,true,audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,none,granted,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,yes,2160x1440,Karen; Microsoft Zira; Victoria; Alex,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Ubuntu; Verdana,#de71e1,96,not supported,-1.5735,9f4ac3a88f96ef43105f7956d39fbb00da9831c4,hover,present,AR PL UMing CN; Arial; Courier New; Fira Code; Impact; Noto Serif; Palatino; Source Code Pro; Tahoma,#1f5d64,37,0,a6d9c91f8495788c10109973c1200a0a0ec8ad5a,f28b41a5137a7202ca41ef23d00bb73a9c2dc8e3,en-US,300,prompt,e7e52ed0c6734d658f2081e4cdad42358cdaddea,2022-11-07 21:00,869,43,false,false,2.362,2.3196,2.315
Chrome,0,upgrade,probably,macOS 13,32,0,maybe,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,absent,present,probably,Gecko,fine,denied,none,24,,denied,yes,1366x768,Google UK English Male; Microsoft David; espeak-ng; Fiona; Victoria; Microsoft Mark,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Lucida Console; Monaco; Noto Sans; Noto Serif; Palatino; Roboto; Source Code Pro; Times New Roman; Trebuchet MS; Verdana,#7005a7,144,not supported,-1.084,a56ce1a95c44982ee02f04c675b7e257f936f252,hover,present,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Arial; Comic Sans MS; Garamond; Helvetica; Liberation Mono; Source Code Pro; Trebuchet MS; Verdana,#e54439,52,0,15613fad917b137477a2fcad8b75152b4663e96d,b37daef0f7c7f08f7734ee0043b2030e70b8c055,en-US,600,granted,0ee094abe514e852018a5e7b1ebb96dfc063ced3,2022-10-31 21:00,901,40,true,true,1.9826,1.8624,1.8733
Chrome,0,upgrade,probably,Windows 11,4,0,maybe,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,coarse,denied,partial,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,no,1680x1050,Karen; Moira; Victoria; Google UK English Female; Google UK English Male; Fiona,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Cantarell; DejaVu Sans; Droid Sans; Helvetica; Lucida Sans; Noto Sans; Palatino; Source Code Pro; Times New Roman; Trebuchet MS; Verdana,#d73e14,144,not supported,-0.9504,93da21d3e2e7738871206ec52f9ea9a6c8a6397e,hover,absent,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Courier New; DejaVu Sans; Droid Sans; Garamond; Geneva; Georgia; Impact; Lucida Console; Lucida Sans; Noto Sans; Open Sans; Source Code Pro; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#b6471a,52,0,6c8d6e5869511e1648f823285b5872751266c165,0ae330e2566936494d1cd143a935a01439b4ddd0,fr-FR,-300,granted,7555606bec083b102537ca9aad26b87ba2a791c2,2022-07-14 13:00,714,44,false,true,0.7886,0.6898,0.719
Chrome,0,keep-alive,maybe,macOS 12,16,0,maybe,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,probably,Gecko,fine,granted,partial,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,no,1280x800,eSpeak; Google UK English Male,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; DejaVu Sans; Geneva; Georgia; Impact; Liberation Mono; Lucida Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Ubuntu,#f14f36,96,not supported,-1.9028,efb3745fa2110f4ac3e2c85f47b0b5f3e32442cd,hover,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Ubuntu,#0bff71,35,1,75b01a54ff5ebc24aedd2468150568c6f1a55912,a740ce3a8f4449fbb29970a5e2bfc88f3350a4a1,en-US,60,prompt,6aabf664d5c18144217087f32561202a38880ce0,2023-02-09 23:00,591,26,true,true,1.716,1.7141,1.6817
Chrome,0,close,probably,Windows 10,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,absent,present,maybe,Gecko,fine,default,full,24,PDF Viewer,default,no,1366x768,Google UK English Female,Abyssinica SIL; Arial; Bookman; Droid Sans; Fira Code; Noto Sans; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu,#63b82f,144,not supported,0.5131,4b1d12dde56deb7eb14b32513d5b09401f5137ab,none,present,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Geneva; Georgia; Impact; Lucida Console; Lucida Sans; Monaco; Noto Serif; Open Sans; Roboto; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#202170,39,0,dc8311c4daf252b245a2de9b30a75f7c4b55d176,f822a8b7c1b626e9a0cde4d7584f8b4ab28849c1,en-US,180,denied,e7300af82f33117c36fd4bf34d555b75080a28b7,2023-11-21 02:00,803,41,false,true,1.1524,1.2226,1.2196
Safari,0,keep-alive,probably,Windows 11,6,0,probably,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,absent,present,probably,Gecko,fine,default,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,granted,no,1024x768,Microsoft Zira; Moira; Google UK English Male; Festival; eSpeak; Microsoft David,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Cantarell; Comic Sans MS; DejaVu Sans; Droid Sans; Geneva; Georgia; Helvetica; Liberation Mono; Monaco; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Trebuchet MS; Ubuntu; Verdana,#68b43d,144,not supported,-0.983,eba9e02b70e4ae5cf0bdfe39acbcc5e56a84f919,hover,present,Aharoni CLM; Arial; Geneva; Georgia; Helvetica; Impact; Monaco; Noto Serif,#084b81,53,0,1044d6e04c1cd92e6b9d4180e3d86c1cf75b4dbf,017b62e07c440272d30989b43f7faa2bce5b7fb4,en-US,420,denied,8f22dafe6b33a38dc826f588d7b66fd1c9b69b44,2022-11-03 04:00,877,50,true,true,2.2514,2.2942,2.275
Chrome,0,keep-alive,maybe,macOS 13,4,0,probably,Mozilla,present,true,audio/webm,Netscape,present,absent,probably,Gecko,none,default,none,16,,default,yes,2560x1440,Google UK English Male; Microsoft Mark; Fiona; Moira,Courier New; Fira Code; Garamond; Geneva; Georgia; Liberation Mono; Lucida Sans; Noto Sans; Noto Serif; Open Sans; Roboto; Tahoma; Times New Roman; Ubuntu,#7b8201,160,not supported,-0.2194,1f1e4938ad288bfd483ad912bfd5e00f850a16de,hover,present,Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Droid Sans; Geneva; Georgia; Impact; Liberation Mono; Lucida Console; Lucida Sans; Open Sans; Times New Roman; Ubuntu,#1edd29,58,0,264ea74c355aae0629245a37b33d7656ad3d7e78,866969534234d65505a3a0a395fc2c03b944734d,en-US,240,prompt,88774fb94e92b50a05f8bb90c810c49e81d62e4a,2022-12-03 22:00,973,29,false,true,2.1142,2.1118,2.0332
Firefox,0,close,,Windows 11,4,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,,Gecko,coarse,default,partial,24,,default,yes,1280x1024,eSpeak,AR PL UMing CN; Abyssinica SIL; Arial; Cantarell; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Noto Serif; Tahoma; Times New Roman; Trebuchet MS; Ubuntu,#b28989,100,not supported,-1.0909,fa8079400c8b681fec7baeb259bbb6c0ac52f6bb,hover,absent,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Cantarell; Comic Sans MS; Droid Sans; Fira Code; Georgia; Lucida Console; Monaco; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Verdana,#aebeed,37,0,6417efd97ffdaf47001d5e00f484b6c099610fcd,020e8f233764fef52d57931935d58ac4202741f5,de-DE,-540,prompt,4bbba264e8d0404b381ed0d4ff70745e3168714c,2023-07-08 16:00,926,31,true,true,2.4323,2.4894,2.4449
Edge,0,keep-alive,,Windows 10,16,1,,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,coarse,denied,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,1366x768,eSpeak; Festival; Google UK English Male; Fiona; Alex,AR PL UMing HK; Aharoni CLM; Bookman; Comic Sans MS; Droid Sans; Fira Code; Garamond; Georgia; Monaco; Noto Serif; Palatino; Source Code Pro,#b0c45a,120,not supported,0.0616,e88a321562f9e70219399e95946dc64d51d4a283,none,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#a7f3fa,33,1,c33f727f6beb6907ee07cf58a9ebea584b698c6a,147d7a81db135fef3bfbf206dbc67646b334e502,ko-KR,300,prompt,11e5a85c1d05cd72d36be0bc7283fff205e69911,2023-04-22 12:00,628,48,true,false,0.9601,0.882,0.9899
Opera,0,upgrade,maybe,macOS 12,1,0,probably,Mozilla,present,false,audio/webm,Netscape,present,present,probably,Gecko,fine,denied,partial,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,yes,1920x1080,Samantha; Google UK English Male; Microsoft Zira; Karen; Google US English,AR PL UMing CN; Aharoni CLM; Cantarell; Comic Sans MS; Courier New; Fira Code; Garamond; Geneva; Impact; Lucida Console; Palatino; Source Code Pro; Times New Roman; Verdana,#355bf0,96,not supported,1.9278,263fe23d2687bf861de6b7a5132f3c30e4cd102e,hover,present,AR PL UMing CN; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Lucida Console; Lucida Sans; Monaco; Open Sans; Palatino; Source Code Pro; Tahoma; Trebuchet MS; Ubuntu,#576e22,47,0,54c14138440b84ceba376534a82d822599807641,6e2c96c2bfb6c25c20e0b7a553b166f218861ea9,es-ES,330,prompt,638139f73b4fa0d667ab9cfb307ab894aeb3484a,2023-10-10 00:00,766,32,false,false,2.3086,2.2525,2.3445
Chrome,0,close,probably,Windows 11,4,0,,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,coarse,default,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,yes,1024x768,Alex; Karen,Aharoni CLM; Bookman; DejaVu Sans; Monaco; Source Code Pro; Tahoma; Times New Roman; Verdana,#5501c0,160,not supported,0.5733,6efb26d4f4e28ba7746ba2dc9af309fc8fe9458b,none,present,Aharoni CLM; DejaVu Sans; Droid Sans; Fira Code; Georgia; Impact; Tahoma; Times New Roman; Trebuchet MS; Ubuntu,#406721,35,1,755ea82c6ad638858a5577fa46cf6ac54a1d7663,1cf5bb9d95705ded05a423615a26ae97b53e55b6,en-US,-300,denied,420d14736cb4e6328c66da66c2fdfbff8b447fe5,2022-07-18 21:00,701,44,false,true,1.2996,1.3575,1.2701
Firefox,0,close,probably,Windows 10,8,0,probably,Mozilla,present,true,audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,coarse,denied,full,24,PDF Viewer,granted,yes,3840x2160,Google US English; Alex,Aharoni CLM; Arial; Cantarell; Courier New; DejaVu Sans; Geneva; Liberation Mono; Lucida Sans; Noto Sans; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma,#8e4b59,110,not supported,-1.4506,1b962cbcc9a52d30c3168983d653f1116cf1a5f0,none,present,AR PL UMing HK; Arial; Cantarell; Fira Code; Geneva; Impact; Liberation Mono; Source Code Pro,#7b4d55,36,0,cf9de4f89d88f6c64d1128235885d580c33ad809,0fabfc89af52dab471152e6dd7aa3f3d4fe95cb9,en-US,525,denied,651e55a577e8eb6e69c982d523944a529558eae2,2022-09-14 15:00,833,37,false,true,0.6483,0.6942,0.7162
Edge,0,upgrade,probably,Windows 10,4,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,fine,denied,full,24,PDF Viewer; Chrome PDF Viewer,default,yes,1440x900,Google US English; espeak-ng; Microsoft David; Google UK English Female; Moira,AR PL UMing HK; Aharoni CLM; Bookman; Cantarell; Courier New; Droid Sans; Garamond; Georgia; Impact; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Tahoma; Trebuchet MS; Verdana,#5fa4dc,120,not supported,-1.661,180174ad5bbdfef49c4a931b30846d0a876504f3,hover,absent,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Arial; Bookman; Cantarell; Comic Sans MS; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Roboto; Tahoma; Times New Roman; Ubuntu; Verdana,#43f9b9,44,0,16bbad8f7d1f8d815870d854f8f4781f2266ed5a,19bc042ab49c583d353f8593a35518d4b689a16f,fr-FR,480,prompt,affb04904b3d0b4b60fbd152ccbe3973f1746ad5,2022-10-28 13:00,622,41,true,false,0.7888,0.8536,0.8689
Chrome,0,close,maybe,iOS 16,1,0,probably,Mozilla,present,true,audio/mp4,Netscape,absent,present,probably,Gecko,fine,granted,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,1920x1080,Moira; Microsoft David; Karen,AR PL UMing CN; AR PL UMing HK; Bookman; Cantarell; DejaVu Sans; Droid Sans; Helvetica; Impact; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#5b70ca,96,not supported,-0.5344,c699cae49c5c9301a6f9d21c400e33729ce4c9f4,none,absent,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Comic Sans MS; DejaVu Sans; Fira Code; Geneva; Helvetica; Monaco; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Ubuntu,#1a6ed5,45,1,e98c2fbd67a812f1d44f8e06e4e334c99ad51eee,2219fb7e3913e8f1279f2b6483376b74bb74d554,hi-IN,600,prompt,0beef0f1468ed078b2f6d6054bd05a46b425a28d,2023-04-14 09:00,886,41,true,true,0.8226,0.7644,0.7416
Chrome,0,keep-alive,probably,Windows 11,4,0,probably,Mozilla,absent,true,audio/mp4; audio/ogg; audio/webm,Netscape,absent,present,,Gecko,none,denied,partial,24,,default,no,1366x768,Alex; Moira; eSpeak,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Geneva; Georgia; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS,#a629fa,144,not supported,-1.463,8f9826e05af778dc08cba7b8029f0c8e28289f92,hover,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Garamond; Geneva; Georgia; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Palatino; Roboto; Source Code Pro; Trebuchet MS; Ubuntu; Verdana,#f7847c,35,0,6e2630140d4df27765a752f60c2e587565cefb8c,a27b547bb9d99a97fbcc76148bcc3ccf5e0a5505,hi-IN,360,denied,cc192c645affc6ed6f7498e7a6c89773395d82ef,2023-04-15 05:00,835,30,false,false,1.9439,1.9208,1.9678
Chrome,1,close,probably,Ubuntu 22.04,4,0,,Mozilla,absent,true,audio/webm,Netscape,absent,absent,probably,Gecko,coarse,granted,full,24,PDF Viewer,default,yes,1366x768,Microsoft Mark; Moira; Google UK English Female; Fiona,AR PL UMing CN; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Lucida Console; Lucida Sans; Monaco; Noto Sans; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#86bb3e,216,not supported,1.8644,6e593a312473627b7b5bc3184e1a6d1ddfb5e6d8,none,present,AR PL UMing CN; Abyssinica SIL; Arial; Cantarell; Comic Sans MS; DejaVu Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Serif; Palatino; Roboto; Times New Roman; Ubuntu; Verdana,#2eac78,50,0,eee6dfcd4e8ecd92ef394b09e2347649310127c9,c4001617bc01e60f5e67d9f0d00921282090b215,ru-RU,-420,denied,655df004a1ae24df1a60b55f15dbf00aeb9d02e2,2023-04-13 11:00,794,26,false,false,1.1729,1.1505,1.2203
Edge,0,keep-alive,maybe,Ubuntu 22.04,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,probably,Gecko,fine,default,partial,24,PDF Viewer; Chrome PDF Viewer,denied,yes,1920x1080,Festival; Karen; Microsoft Zira,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Cantarell; Comic Sans MS; Courier New; Droid Sans; Garamond; Geneva; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Verdana,#8e1bd3,160,not supported,-1.3626,986ce2d10687cd89132c0ae393cf01669d8b7911,hover,absent,Abyssinica SIL; Arial; Bookman; Droid Sans; Fira Code; Garamond; Geneva; Helvetica; Liberation Mono; Lucida Console; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Tahoma; Trebuchet MS; Ubuntu; Verdana,#b28e73,38,0,5ec70d73047f94daebb8835f72f6e6e7a2c26b5b,9f0aa2260c7b0a220450c80943c3855fa69cb674,en-US,300,granted,ff8b90299595ef1e45448054dd715cab1b342d6c,2022-01-08 13:00,673,41,true,false,1.1719,1.1067,1.1669
Chrome,0,keep-alive,probably,Ubuntu 22.04,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,maybe,Gecko,coarse,granted,partial,32,PDF Viewer; Chrome PDF Viewer,default,no,1366x768,Microsoft Zira,AR PL UMing CN; Cantarell; Comic Sans MS; Fira Code; Garamond; Geneva; Lucida Sans; Noto Sans; Noto Serif; Palatino; Times New Roman; Ubuntu; Verdana,#fcefa4,144,not supported,-1.584,12d6df0e6716267ec83ee6c7b90d7aa6a380eafc,hover,present,AR PL UMing HK; Aharoni CLM; Droid Sans; Geneva; Helvetica; Monaco; Noto Sans; Palatino; Source Code Pro; Ubuntu,#36cd60,60,2,6ed69d3580ea1c8cabdc591a1300ddd437c6de93,5b57501e3891d9b83d2bad23e702c4a07f3f6f2e,pt-BR,300,denied,5708b0da41b42af94b2218517092aff594e94f37,2022-09-28 23:00,923,33,true,true,0.7239,0.79,0.668
Chrome,0,keep-alive,,Windows 10,32,0,probably,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,,Gecko,fine,default,full,24,PDF Viewer; Chrome PDF Viewer,denied,yes,1920x1080,Fiona; Victoria,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Lucida Console; Noto Serif; Tahoma; Times New Roman; Ubuntu; Verdana,#34c572,120,not supported,0.6237,78be6136d28fcee0f85d05ac4f1e4a38041a759e,hover,present,AR PL UMing CN; Aharoni CLM; Arial; Bookman; Cantarell; DejaVu Sans; Droid Sans; Garamond; Geneva; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Verdana,#e5ab69,50,0,c97c39630bc6416f138660c191f2e3a77098b0ad,1be040121b66ff10d19063b108623c332b1dd0c6,ru-RU,-300,granted,548b275e8f7423fe8925343cc5cc8af5ad80e9f8,2023-06-11 11:00,726,48,false,true,2.2267,2.1746,2.109
Chrome,0,keep-alive,probably,Windows 10,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,coarse,default,full,24,,granted,yes,1366x768,Google UK English Male; Microsoft Zira; Google US English; Microsoft David; Microsoft Mark,Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Geneva; Noto Sans; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Trebuchet MS; Ubuntu,#4dc91c,100,not supported,-1.6458,99fd8675e82798dcb01eafcdb4cfac4253d41d95,hover,present,AR PL UMing CN; Aharoni CLM; Arial; Droid Sans; Fira Code; Garamond; Impact; Liberation Mono; Lucida Console; Open Sans; Palatino; Source Code Pro; Times New Roman,#1cae56,32,0,80ff6234007cc36f40506516cfa0d2a771561b5e,44e5ce88785eb1c03d463ae77df45f42a75dfe97,en-US,-360,denied,ccd682d5f986a5ded56fcc1eb8a6e8b120f1b6af,2022-04-27 06:00,734,43,true,true,1.0483,1.1748,1.0778
Brave,0,keep-alive,maybe,iOS 16,4,0,,Mozilla,present,true,audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,default,partial,24,,default,yes,1366x768,Alex; Microsoft Zira; espeak-ng; Microsoft Mark; Google UK English Male; Microsoft David,Aharoni CLM; Courier New; DejaVu Sans; Droid Sans; Fira Code; Lucida Sans; Open Sans; Source Code Pro; Times New Roman; Trebuchet MS; Verdana,#368d37,144,not supported,-1.3936,36464f404f4dfa62ab4255032e3d3446f3f9a794,none,absent,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Liberation Mono; Lucida Console; Lucida Sans; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#f45074,46,0,d1f9aa76651ff4b48a57a22b66bbb65b3992e258,6a342bdde98492997be9e216a05f0be410b91ba9,en-GB,180,denied,1fcfc9446b39c269df206f258f93a7471b9b4d3f,2022-03-01 22:00,833,34,false,false,1.4805,1.5125,1.4903
